,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
88,500,47.0,782,0.11584541699994588,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.88363921692806,100,1250
89,550,47.0,832,0.12695625000014843,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.87248607306543,100,1250
90,600,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
91,650,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
92,700,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
93,750,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
94,800,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
95,850,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
96,900,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
97,950,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
98,1000,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
99,1050,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
100,1100,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
101,1150,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
102,1200,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
103,1250,47.0,845,0.1384305419996963,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",geometric,100,0.99,0.001,99.86096939327341,100,1250
