,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
151,51,0.015112750001208042,1944.947549917133,190.0,5,100,1
152,52,0.015158250000240514,1944.947549917133,191.0,5,100,1
153,53,0.01520087500102818,1864.7557755026628,193.0,5,100,1
154,54,0.015242375000525499,1864.7557755026628,194.0,5,100,1
155,55,0.015282915999705438,1864.7557755026628,195.0,5,100,1
156,56,0.015323540999816032,1864.7557755026628,196.0,5,100,1
157,57,0.015364000000772648,1864.7557755026628,197.0,5,100,1
158,58,0.015404416000819765,1864.7557755026628,198.0,5,100,1
159,59,0.015468000001419568,1856.6427327816368,200.0,5,100,1
160,60,0.015531708000708022,1856.6427327816368,201.0,5,100,1
161,61,0.017288666000240482,1843.2511377621236,203.0,5,100,1
162,62,0.017335000000457512,1843.2511377621236,204.0,5,100,1
163,63,0.017400875000021188,1843.2511377621236,205.0,5,100,1
164,64,0.017442666001443285,1843.2511377621236,206.0,5,100,1
165,65,0.017508041000837693,1843.2511377621236,207.0,5,100,1
166,66,0.01755020800010243,1843.2511377621236,208.0,5,100,1
167,67,0.01759354100067867,1843.2511377621236,209.0,5,100,1
168,68,0.01763737500004936,1843.2511377621236,210.0,5,100,1
169,69,0.017681375000393018,1843.2511377621236,211.0,5,100,1
170,70,0.01774929100065492,1843.2511377621236,212.0,5,100,1
171,71,0.019550625000192667,1843.2511377621236,213.0,5,100,1
172,72,0.019601625001087086,1843.2511377621236,214.0,5,100,1
173,73,0.01964695800052141,1843.2511377621236,215.0,5,100,1
174,74,0.01971645800040278,1823.5433883726814,217.0,5,100,1
175,75,0.019762375000937027,1823.5433883726814,218.0,5,100,1
176,76,0.019807624999884865,1823.5433883726814,219.0,5,100,1
177,77,0.019853750000038417,1823.5433883726814,220.0,5,100,1
178,78,0.019899291000911035,1749.3567312543287,222.0,5,100,1
179,79,0.019944499999837717,1749.3567312543287,223.0,5,100,1
180,80,0.019990208000308485,1749.3567312543287,224.0,5,100,1
181,81,0.02174912500049686,1749.3567312543287,225.0,5,100,1
182,82,0.021800458000143408,1749.3567312543287,226.0,5,100,1
183,83,0.021847416001037345,1749.3567312543287,227.0,5,100,1
184,84,0.02189320800061978,1749.3567312543287,228.0,5,100,1
185,85,0.02196308299971861,1749.3567312543287,229.0,5,100,1
186,86,0.02203166599974793,1749.3567312543287,230.0,5,100,1
187,87,0.02207704100146657,1749.3567312543287,231.0,5,100,1
188,88,0.0221283749997383,1749.3567312543287,232.0,5,100,1
189,89,0.02219787500143866,1749.3567312543287,233.0,5,100,1
190,90,0.02224358300009044,1749.3567312543287,234.0,5,100,1
191,91,0.024094625001453096,1749.3567312543287,235.0,5,100,1
192,92,0.024151540999810095,1749.3567312543287,236.0,5,100,1
193,93,0.024202165999668068,1749.3567312543287,237.0,5,100,1
194,94,0.024250416001450503,1749.3567312543287,238.0,5,100,1
195,95,0.024297375000969623,1749.3567312543287,239.0,5,100,1
196,96,0.024345791000087047,1749.3567312543287,240.0,5,100,1
197,97,0.024393666000833036,1749.3567312543287,241.0,5,100,1
198,98,0.024441125000521424,1749.3567312543287,242.0,5,100,1
199,99,0.02448904100128857,1727.1992384650641,244.0,5,100,1
200,100,0.024536541000998113,1727.1992384650641,245.0,5,100,1
201,1,0.0016141249998327112,2998.7715816368363,246.0,5,100,2
202,2,0.0016762499999458669,2933.7525169493847,248.0,5,100,2
203,3,0.0017104159996961243,2810.0244270081034,250.0,5,100,2
204,4,0.0017437080005038297,2802.8294382158724,252.0,5,100,2
205,5,0.0017768750003597233,2802.8294382158724,253.0,5,100,2
206,6,0.0018096660005539889,2802.8294382158724,254.0,5,100,2
207,7,0.0018652500002644956,2759.587386402132,256.0,5,100,2
208,8,0.0019210410009691259,2672.547176689012,258.0,5,100,2
209,9,0.0019544580009096535,2672.547176689012,259.0,5,100,2
210,10,0.001987458001167397,2672.547176689012,260.0,5,100,2
211,11,0.0032673750010872027,2581.5417243808342,262.0,5,100,2
212,12,0.0033084580009017373,2528.2741669862144,264.0,5,100,2
213,13,0.0033686250008031493,2494.0209645054833,266.0,5,100,2
214,14,0.0034040830014419043,2494.0209645054833,267.0,5,100,2
215,15,0.003461791000518133,2494.0209645054833,268.0,5,100,2
216,16,0.0034966660005011363,2494.0209645054833,269.0,5,100,2
217,17,0.0035540410008252366,2494.0209645054833,270.0,5,100,2
218,18,0.0035887499998352723,2494.0209645054833,271.0,5,100,2
219,19,0.0036235000006854534,2464.549456362707,273.0,5,100,2
220,20,0.003658083000118495,2464.549456362707,274.0,5,100,2
221,21,0.004921249999824795,2464.549456362707,275.0,5,100,2
222,22,0.004960833000950515,2388.94714171474,277.0,5,100,2
223,23,0.0049971250009548385,2388.94714171474,278.0,5,100,2
224,24,0.005032832999859238,2374.679444528737,280.0,5,100,2
225,25,0.005091208000521874,2374.679444528737,281.0,5,100,2
226,26,0.0051269579998916015,2374.679444528737,282.0,5,100,2
227,27,0.005162500001461012,2374.679444528737,283.0,5,100,2
228,28,0.005198750001000008,2374.679444528737,284.0,5,100,2
229,29,0.005235415999777615,2312.837467064618,286.0,5,100,2
230,30,0.005294665999826975,2312.837467064618,287.0,5,100,2
231,31,0.006804624999858788,2312.837467064618,288.0,5,100,2
232,32,0.006845707999673323,2312.837467064618,289.0,5,100,2
233,33,0.006884375001391163,2312.837467064618,290.0,5,100,2
234,34,0.006922583001141902,2294.9891402568737,292.0,5,100,2
235,35,0.006960458000321523,2191.2167747372414,294.0,5,100,2
236,36,0.006998832999670412,2191.2167747372414,295.0,5,100,2
237,37,0.007036500001049717,2191.2167747372414,296.0,5,100,2
238,38,0.007098291000147583,2191.2167747372414,297.0,5,100,2
239,39,0.0071364160012308275,2191.2167747372414,298.0,5,100,2
240,40,0.007174125001256471,2191.2167747372414,299.0,5,100,2
241,41,0.012979208000615472,2191.2167747372414,300.0,5,100,2
242,42,0.01302883300013491,2191.2167747372414,301.0,5,100,2
243,43,0.013098125000396976,2191.2167747372414,302.0,5,100,2
244,44,0.013165291000404977,2191.2167747372414,303.0,5,100,2
245,45,0.013206958001319435,2191.2167747372414,304.0,5,100,2
246,46,0.013247916000182158,2190.6786626641533,306.0,5,100,2
247,47,0.013288375001138775,2190.6786626641533,307.0,5,100,2
248,48,0.013328791001185891,2190.6786626641533,308.0,5,100,2
249,49,0.01336904100026004,2190.6786626641533,309.0,5,100,2
250,50,0.013409625000349479,2177.4432056553014,311.0,5,100,2
251,51,0.015112750001208042,2177.4432056553014,312.0,5,100,2
252,52,0.015158250000240514,2177.4432056553014,313.0,5,100,2
253,53,0.01520087500102818,2177.4432056553014,314.0,5,100,2
254,54,0.015242375000525499,2161.4356807520294,316.0,5,100,2
255,55,0.015282915999705438,2143.3495067152326,318.0,5,100,2
256,56,0.015323540999816032,2123.4066098083526,320.0,5,100,2
257,57,0.015364000000772648,2123.4066098083526,321.0,5,100,2
258,58,0.015404416000819765,2123.4066098083526,322.0,5,100,2
259,59,0.015468000001419568,2073.610251679869,324.0,5,100,2
260,60,0.015531708000708022,2073.610251679869,325.0,5,100,2
261,61,0.017288666000240482,2073.610251679869,326.0,5,100,2
262,62,0.017335000000457512,2073.610251679869,327.0,5,100,2
263,63,0.017400875000021188,2073.610251679869,328.0,5,100,2
264,64,0.017442666001443285,2073.610251679869,329.0,5,100,2
265,65,0.017508041000837693,2073.610251679869,330.0,5,100,2
266,66,0.01755020800010243,2073.610251679869,331.0,5,100,2
267,67,0.01759354100067867,2073.610251679869,332.0,5,100,2
268,68,0.01763737500004936,2073.610251679869,333.0,5,100,2
269,69,0.017681375000393018,2073.610251679869,334.0,5,100,2
270,70,0.01774929100065492,2073.610251679869,335.0,5,100,2
271,71,0.019550625000192667,2073.610251679869,336.0,5,100,2
272,72,0.019601625001087086,2073.610251679869,337.0,5,100,2
273,73,0.01964695800052141,2056.4518891428525,339.0,5,100,2
274,74,0.01971645800040278,2056.4518891428525,340.0,5,100,2
275,75,0.019762375000937027,2056.4518891428525,341.0,5,100,2
276,76,0.019807624999884865,2056.4518891428525,342.0,5,100,2
277,77,0.019853750000038417,2018.3907564684487,344.0,5,100,2
278,78,0.019899291000911035,2018.3907564684487,345.0,5,100,2
279,79,0.019944499999837717,2008.2764515189062,347.0,5,100,2
280,80,0.019990208000308485,2008.2764515189062,348.0,5,100,2
281,81,0.02174912500049686,1966.1892890774786,350.0,5,100,2
282,82,0.021800458000143408,1966.1892890774786,351.0,5,100,2
283,83,0.021847416001037345,1966.1892890774786,352.0,5,100,2
284,84,0.02189320800061978,1966.1892890774786,353.0,5,100,2
285,85,0.02196308299971861,1966.1892890774786,354.0,5,100,2
286,86,0.02203166599974793,1966.1892890774786,355.0,5,100,2
287,87,0.02207704100146657,1966.1892890774786,356.0,5,100,2
288,88,0.0221283749997383,1966.1892890774786,357.0,5,100,2
289,89,0.02219787500143866,1955.028458618651,359.0,5,100,2
290,90,0.02224358300009044,1955.028458618651,360.0,5,100,2
291,91,0.024094625001453096,1955.028458618651,361.0,5,100,2
292,92,0.024151540999810095,1946.267734433005,363.0,5,100,2
293,93,0.024202165999668068,1946.267734433005,364.0,5,100,2
294,94,0.024250416001450503,1946.267734433005,365.0,5,100,2
295,95,0.024297375000969623,1930.68288750127,367.0,5,100,2
296,96,0.024345791000087047,1930.68288750127,368.0,5,100,2
297,97,0.024393666000833036,1930.68288750127,369.0,5,100,2
298,98,0.024441125000521424,1930.68288750127,370.0,5,100,2
299,99,0.02448904100128857,1930.68288750127,371.0,5,100,2
300,100,0.024536541000998113,1905.1200764641746,373.0,5,100,2
301,1,0.0016141249998327112,2824.849011946925,374.0,5,100,3
302,2,0.0016762499999458669,2748.6251701677384,376.0,5,100,3
303,3,0.0017104159996961243,2748.6251701677384,377.0,5,100,3
304,4,0.0017437080005038297,2744.546318349851,379.0,5,100,3
305,5,0.0017768750003597233,2744.546318349851,380.0,5,100,3
306,6,0.0018096660005539889,2699.1130015742997,382.0,5,100,3
307,7,0.0018652500002644956,2699.1130015742997,383.0,5,100,3
308,8,0.0019210410009691259,2699.1130015742997,384.0,5,100,3
309,9,0.0019544580009096535,2699.1130015742997,385.0,5,100,3
310,10,0.001987458001167397,2671.5145248482972,387.0,5,100,3
311,11,0.0032673750010872027,2671.5145248482972,388.0,5,100,3
312,12,0.0033084580009017373,2654.621860697314,390.0,5,100,3
313,13,0.0033686250008031493,2654.621860697314,391.0,5,100,3
314,14,0.0034040830014419043,2650.737670400485,393.0,5,100,3
315,15,0.003461791000518133,2526.970395601317,395.0,5,100,3
316,16,0.0034966660005011363,2526.970395601317,396.0,5,100,3
317,17,0.0035540410008252366,2526.970395601317,397.0,5,100,3
318,18,0.0035887499998352723,2526.970395601317,398.0,5,100,3
319,19,0.0036235000006854534,2418.1948608590615,400.0,5,100,3
320,20,0.003658083000118495,2275.1893217759985,402.0,5,100,3
321,21,0.004921249999824795,2275.1893217759985,403.0,5,100,3
322,22,0.004960833000950515,2275.1893217759985,404.0,5,100,3
323,23,0.0049971250009548385,2241.779534690692,406.0,5,100,3
324,24,0.005032832999859238,2241.779534690692,407.0,5,100,3
325,25,0.005091208000521874,2240.752521678794,409.0,5,100,3
326,26,0.0051269579998916015,2240.752521678794,410.0,5,100,3
327,27,0.005162500001461012,2240.752521678794,411.0,5,100,3
328,28,0.005198750001000008,2240.752521678794,412.0,5,100,3
329,29,0.005235415999777615,2240.752521678794,413.0,5,100,3
330,30,0.005294665999826975,2232.754815238508,415.0,5,100,3
331,31,0.006804624999858788,2229.659135353629,417.0,5,100,3
332,32,0.006845707999673323,2225.33619016255,419.0,5,100,3
333,33,0.006884375001391163,2225.33619016255,420.0,5,100,3
334,34,0.006922583001141902,2225.33619016255,421.0,5,100,3
335,35,0.006960458000321523,2225.33619016255,422.0,5,100,3
336,36,0.006998832999670412,2225.33619016255,423.0,5,100,3
337,37,0.007036500001049717,2138.5917837922843,425.0,5,100,3
338,38,0.007098291000147583,2138.5917837922843,426.0,5,100,3
339,39,0.0071364160012308275,2138.5917837922843,427.0,5,100,3
340,40,0.007174125001256471,2138.5917837922843,428.0,5,100,3
341,41,0.012979208000615472,2130.2812820436257,430.0,5,100,3
342,42,0.01302883300013491,2130.2812820436257,431.0,5,100,3
343,43,0.013098125000396976,2130.2812820436257,432.0,5,100,3
344,44,0.013165291000404977,2130.2812820436257,433.0,5,100,3
345,45,0.013206958001319435,2130.2812820436257,434.0,5,100,3
346,46,0.013247916000182158,2130.2812820436257,435.0,5,100,3
347,47,0.013288375001138775,2130.2812820436257,436.0,5,100,3
348,48,0.013328791001185891,2130.2812820436257,437.0,5,100,3
349,49,0.01336904100026004,2130.2812820436257,438.0,5,100,3
350,50,0.013409625000349479,2130.2812820436257,439.0,5,100,3
351,51,0.015112750001208042,2128.0640197490684,441.0,5,100,3
352,52,0.015158250000240514,2128.0640197490684,442.0,5,100,3
353,53,0.01520087500102818,2116.4482809049205,444.0,5,100,3
354,54,0.015242375000525499,2083.7562304606827,446.0,5,100,3
355,55,0.015282915999705438,2061.5098376323685,448.0,5,100,3
356,56,0.015323540999816032,2061.5098376323685,449.0,5,100,3
357,57,0.015364000000772648,2061.5098376323685,450.0,5,100,3
358,58,0.015404416000819765,2061.5098376323685,451.0,5,100,3
359,59,0.015468000001419568,2018.4245788274982,453.0,5,100,3
360,60,0.015531708000708022,2018.4245788274982,454.0,5,100,3
361,61,0.017288666000240482,2018.4245788274982,455.0,5,100,3
362,62,0.017335000000457512,2018.4245788274982,456.0,5,100,3
363,63,0.017400875000021188,2018.4245788274982,457.0,5,100,3
364,64,0.017442666001443285,2018.4245788274982,458.0,5,100,3
365,65,0.017508041000837693,2018.4245788274982,459.0,5,100,3
366,66,0.01755020800010243,2018.4245788274982,460.0,5,100,3
367,67,0.01759354100067867,2018.4245788274982,461.0,5,100,3
368,68,0.01763737500004936,2018.4245788274982,462.0,5,100,3
369,69,0.017681375000393018,2018.4245788274982,463.0,5,100,3
370,70,0.01774929100065492,2018.4245788274982,464.0,5,100,3
371,71,0.019550625000192667,2014.2778618235996,466.0,5,100,3
372,72,0.019601625001087086,1968.257989093841,468.0,5,100,3
373,73,0.01964695800052141,1955.6166994346643,470.0,5,100,3
374,74,0.01971645800040278,1934.2833828235837,472.0,5,100,3
375,75,0.019762375000937027,1934.2833828235837,473.0,5,100,3
376,76,0.019807624999884865,1895.1552716996769,475.0,5,100,3
377,77,0.019853750000038417,1895.1552716996769,476.0,5,100,3
378,78,0.019899291000911035,1895.1552716996769,477.0,5,100,3
379,79,0.019944499999837717,1895.1552716996769,478.0,5,100,3
380,80,0.019990208000308485,1864.7234253418856,480.0,5,100,3
381,81,0.02174912500049686,1851.678602119185,482.0,5,100,3
382,82,0.021800458000143408,1851.678602119185,483.0,5,100,3
383,83,0.021847416001037345,1851.678602119185,484.0,5,100,3
384,84,0.02189320800061978,1851.678602119185,485.0,5,100,3
385,85,0.02196308299971861,1851.678602119185,486.0,5,100,3
386,86,0.02203166599974793,1851.678602119185,487.0,5,100,3
387,87,0.02207704100146657,1851.678602119185,488.0,5,100,3
388,88,0.0221283749997383,1840.3026502429123,490.0,5,100,3
389,89,0.02219787500143866,1840.3026502429123,491.0,5,100,3
390,90,0.02224358300009044,1840.3026502429123,492.0,5,100,3
391,91,0.024094625001453096,1840.3026502429123,493.0,5,100,3
392,92,0.024151540999810095,1840.3026502429123,494.0,5,100,3
393,93,0.024202165999668068,1840.3026502429123,495.0,5,100,3
394,94,0.024250416001450503,1840.3026502429123,496.0,5,100,3
395,95,0.024297375000969623,1840.3026502429123,497.0,5,100,3
396,96,0.024345791000087047,1840.3026502429123,498.0,5,100,3
397,97,0.024393666000833036,1840.3026502429123,499.0,5,100,3
398,98,0.024441125000521424,1840.3026502429123,500.0,5,100,3
399,99,0.02448904100128857,1840.3026502429123,501.0,5,100,3
400,100,0.024536541000998113,1831.3710517599682,503.0,5,100,3
401,1,0.0016141249998327112,2805.230260253478,504.0,5,100,4
402,2,0.0016762499999458669,2771.520405515866,506.0,5,100,4
403,3,0.0017104159996961243,2771.520405515866,507.0,5,100,4
404,4,0.0017437080005038297,2747.3902187303966,509.0,5,100,4
405,5,0.0017768750003597233,2747.3902187303966,510.0,5,100,4
406,6,0.0018096660005539889,2747.3902187303966,511.0,5,100,4
407,7,0.0018652500002644956,2739.8758582193345,513.0,5,100,4
408,8,0.0019210410009691259,2739.8758582193345,514.0,5,100,4
409,9,0.0019544580009096535,2739.8758582193345,515.0,5,100,4
410,10,0.001987458001167397,2739.8758582193345,516.0,5,100,4
411,11,0.0032673750010872027,2739.8758582193345,517.0,5,100,4
412,12,0.0033084580009017373,2739.8758582193345,518.0,5,100,4
413,13,0.0033686250008031493,2712.5938015546785,520.0,5,100,4
414,14,0.0034040830014419043,2711.207956285101,522.0,5,100,4
415,15,0.003461791000518133,2710.103056850157,524.0,5,100,4
416,16,0.0034966660005011363,2609.3196440709557,526.0,5,100,4
417,17,0.0035540410008252366,2564.1648667155323,528.0,5,100,4
418,18,0.0035887499998352723,2564.1648667155323,529.0,5,100,4
419,19,0.0036235000006854534,2559.1743690438875,531.0,5,100,4
420,20,0.003658083000118495,2559.1743690438875,532.0,5,100,4
421,21,0.004921249999824795,2559.1743690438875,533.0,5,100,4
422,22,0.004960833000950515,2559.1743690438875,534.0,5,100,4
423,23,0.0049971250009548385,2416.5674252940294,536.0,5,100,4
424,24,0.005032832999859238,2416.5674252940294,537.0,5,100,4
425,25,0.005091208000521874,2416.5674252940294,538.0,5,100,4
426,26,0.0051269579998916015,2416.5674252940294,539.0,5,100,4
427,27,0.005162500001461012,2416.5674252940294,540.0,5,100,4
428,28,0.005198750001000008,2416.5674252940294,541.0,5,100,4
429,29,0.005235415999777615,2416.5674252940294,542.0,5,100,4
430,30,0.005294665999826975,2275.5538057119884,544.0,5,100,4
431,31,0.006804624999858788,2275.5538057119884,545.0,5,100,4
432,32,0.006845707999673323,2252.860571449623,547.0,5,100,4
433,33,0.006884375001391163,2252.860571449623,548.0,5,100,4
434,34,0.006922583001141902,2251.0469518788577,550.0,5,100,4
435,35,0.006960458000321523,2251.0469518788577,551.0,5,100,4
