,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0002703340000209664,24.08973559619128,10.0,True,10,0.1,145
1,1,0.005517375000010816,21.088973588435596,22.0,True,10,0.1,145
2,2,0.00712658400001942,21.088973588435596,33.0,True,10,0.1,145
3,3,0.009249875000023167,21.088973588435596,44.0,True,10,0.1,145
4,4,0.011379375000018399,21.088973588435596,55.0,True,10,0.1,145
5,5,0.012982667000017045,21.088973588435596,66.0,True,10,0.1,145
6,6,0.021798541999999088,21.088973588435596,77.0,True,10,0.1,145
7,7,0.023372125000008737,21.088973588435596,88.0,True,10,0.1,145
8,8,0.02488020900000265,21.088973588435596,99.0,True,10,0.1,145
9,9,0.02641787500002124,21.088973588435596,110.0,True,10,0.1,145
10,10,0.027913167000008343,21.088973588435596,121.0,True,10,0.1,145
11,11,0.03650033400001007,21.088973588435596,132.0,True,10,0.1,145
12,12,0.03822762500001886,21.088973588435596,143.0,True,10,0.1,145
13,13,0.03991004200000248,21.088973588435596,154.0,True,10,0.1,145
14,14,0.04139625000001956,21.088973588435596,165.0,True,10,0.1,145
15,15,0.04284645900000328,21.088973588435596,176.0,True,10,0.1,145
16,16,0.0493084170000202,21.088973588435596,187.0,True,10,0.1,145
17,17,0.050876625000000786,21.088973588435596,198.0,True,10,0.1,145
18,18,0.052372708999996576,21.088973588435596,209.0,True,10,0.1,145
19,19,0.053874333999999635,21.088973588435596,220.0,True,10,0.1,145
20,20,0.05532350000001429,21.088973588435596,231.0,True,10,0.1,145
21,21,0.06299954200000002,21.088973588435596,242.0,True,10,0.1,145
22,22,0.06452533399999538,21.088973588435596,253.0,True,10,0.1,145
23,23,0.06611320900000806,21.088973588435596,264.0,True,10,0.1,145
24,24,0.06779229200000714,21.088973588435596,275.0,True,10,0.1,145
25,25,0.06935354200001598,21.088973588435596,286.0,True,10,0.1,145
26,26,0.078161625000007,21.088973588435596,297.0,True,10,0.1,145
27,27,0.07978020900000615,21.088973588435596,308.0,True,10,0.1,145
28,28,0.0814671250000174,21.088973588435596,319.0,True,10,0.1,145
29,29,0.083104708999997,21.088973588435596,330.0,True,10,0.1,145
30,30,0.08461991699999771,21.088973588435596,341.0,True,10,0.1,145
31,31,0.09190529200000697,21.088973588435596,352.0,True,10,0.1,145
32,32,0.09347079200000508,21.088973588435596,363.0,True,10,0.1,145
33,33,0.09501033400002257,21.088973588435596,374.0,True,10,0.1,145
34,34,0.09656491699999492,21.088973588435596,385.0,True,10,0.1,145
35,35,0.09811858400001938,21.088973588435596,396.0,True,10,0.1,145
36,36,0.10587066700000491,21.088973588435596,407.0,True,10,0.1,145
37,37,0.10734362499999861,21.088973588435596,418.0,True,10,0.1,145
38,38,0.10876724999999965,21.088973588435596,429.0,True,10,0.1,145
39,39,0.11018612500001268,21.088973588435596,440.0,True,10,0.1,145
40,40,0.11159637500000485,21.088973588435596,451.0,True,10,0.1,145
41,41,0.11493983400001184,21.088973588435596,462.0,True,10,0.1,145
42,42,0.1164007090000041,21.088973588435596,473.0,True,10,0.1,145
43,43,0.11782637500002124,21.088973588435596,484.0,True,10,0.1,145
44,44,0.11927804200001901,21.088973588435596,495.0,True,10,0.1,145
45,45,0.12066795900000216,21.088973588435596,506.0,True,10,0.1,145
46,46,0.12393308400001501,21.088973588435596,517.0,True,10,0.1,145
47,47,0.125579541999997,21.088973588435596,528.0,True,10,0.1,145
48,48,0.12704845900000805,21.088973588435596,539.0,True,10,0.1,145
49,49,0.1284582920000048,21.088973588435596,550.0,True,10,0.1,145
50,50,0.12985420900000122,21.088973588435596,561.0,True,10,0.1,145
51,51,0.13367983400002004,21.088973588435596,572.0,True,10,0.1,145
52,52,0.1352245420000031,21.088973588435596,583.0,True,10,0.1,145
53,53,0.13672512499999812,21.088973588435596,594.0,True,10,0.1,145
54,54,0.13814300000001367,21.088973588435596,605.0,True,10,0.1,145
55,55,0.13958579200001964,21.088973588435596,616.0,True,10,0.1,145
